Task name,Task description,Start time,End time,Duration,Duration in hours,Note,Tag
review,NA,22/11/2018 7:08 pm,22/11/2018 7:16 pm,00:07:51,0.130972,NA,psi
review,NA,22/11/2018 7:59 pm,22/11/2018 8:00 pm,00:00:59,0.0166237,NA,psi
psi,NA,22/11/2018 8:00 pm,22/11/2018 8:20 pm,00:19:59,0.3331125,NA,psi
psi,NA,22/11/2018 8:20 pm,22/11/2018 8:20 pm,00:00:31,0.0086227,NA,psi
psi,NA,22/11/2018 8:20 pm,22/11/2018 8:29 pm,00:08:46,0.1463398,NA,psi
review,NA,22/11/2018 8:29 pm,22/11/2018 8:29 pm,00:00:09,0.0025312,NA,psi
phi,NA,22/11/2018 8:29 pm,22/11/2018 8:29 pm,00:00:02,8.139e-4,NA,phi
review,NA,22/11/2018 8:29 pm,22/11/2018 8:32 pm,00:02:16,0.0378989,NA,psi
phi,NA,22/11/2018 8:32 pm,22/11/2018 8:34 pm,00:02:33,0.0426965,NA,phi
phi,NA,22/11/2018 8:35 pm,22/11/2018 8:53 pm,00:18:12,0.3035765,NA,phi
psi,NA,22/11/2018 9:07 pm,22/11/2018 9:13 pm,00:06:21,0.1060324,NA,psi
phi,NA,22/11/2018 9:13 pm,22/11/2018 9:35 pm,00:22:02,0.3674054,NA,phi
review,NA,22/11/2018 9:56 pm,22/11/2018 9:57 pm,00:01:15,0.0210163,NA,psi
psi,NA,22/11/2018 10:10 pm,22/11/2018 10:27 pm,00:17:17,0.2881329,NA,psi
phi,NA,22/11/2018 11:49 pm,22/11/2018 11:56 pm,00:06:26,0.1074425,NA,phi
phi,NA,23/11/2018 4:44 am,23/11/2018 4:49 am,00:05:41,0.0949576,NA,phi
phi,NA,23/11/2018 5:15 am,23/11/2018 5:35 am,00:20:32,0.3422993,NA,phi
phi,NA,23/11/2018 5:36 am,23/11/2018 5:58 am,00:21:55,0.3654028,NA,phi
review,NA,23/11/2018 7:34 pm,23/11/2018 7:35 pm,00:01:05,0.0182048,NA,psi
review,NA,23/11/2018 8:15 pm,23/11/2018 8:25 pm,00:09:56,0.1657091,NA,psi
phi,NA,23/11/2018 8:25 pm,23/11/2018 8:33 pm,00:07:46,0.1296526,NA,phi
phi,NA,23/11/2018 8:34 pm,23/11/2018 9:05 pm,00:31:29,0.5249553,NA,phi
phi,NA,23/11/2018 9:07 pm,23/11/2018 9:22 pm,00:14:49,0.247127,NA,phi
phi,NA,23/11/2018 10:14 pm,23/11/2018 10:27 pm,00:13:15,0.2209033,NA,phi
Blog  crafts  wellness,NA,24/11/2018 5:56 am,24/11/2018 5:56 am,00:00:01,3.234e-4,NA,wellness
phi,NA,24/11/2018 4:34 pm,24/11/2018 4:41 pm,00:06:16,0.104628,NA,phi
review,NA,27/11/2018 7:34 pm,27/11/2018 7:57 pm,00:22:16,0.3711171,NA,psi
psi,NA,27/11/2018 7:57 pm,27/11/2018 7:58 pm,00:00:58,0.0161529,NA,psi
psi,NA,27/11/2018 7:58 pm,27/11/2018 8:10 pm,00:12:21,0.2060014,NA,psi
psi,NA,27/11/2018 8:10 pm,27/11/2018 8:13 pm,00:03:34,0.0595691,NA,psi
review,NA,27/11/2018 8:13 pm,27/11/2018 8:21 pm,00:07:31,0.1254394,NA,psi
phi,NA,27/11/2018 8:21 pm,27/11/2018 8:26 pm,00:05:04,0.0846772,NA,phi
review,NA,27/11/2018 8:47 pm,27/11/2018 8:48 pm,00:00:50,0.0139815,NA,psi
psi,NA,27/11/2018 8:48 pm,27/11/2018 8:51 pm,00:02:30,0.0418488,NA,psi
theta,NA,27/11/2018 8:51 pm,27/11/2018 8:53 pm,00:02:17,0.0381888,NA,theta
psi,NA,27/11/2018 8:53 pm,27/11/2018 9:17 pm,00:24:21,0.4060613,NA,psi
phi,NA,27/11/2018 9:33 pm,27/11/2018 9:36 pm,00:03:29,0.0580734,NA,phi
phi,NA,27/11/2018 9:37 pm,27/11/2018 9:44 pm,00:07:19,0.1220991,NA,phi
review,NA,27/11/2018 9:44 pm,27/11/2018 9:47 pm,00:03:09,0.0527272,NA,psi
theta,NA,27/11/2018 9:49 pm,27/11/2018 9:49 pm,00:00:24,0.0067056,NA,theta
theta,NA,27/11/2018 9:50 pm,27/11/2018 10:15 pm,00:24:27,0.4075372,NA,theta
review,NA,27/11/2018 10:15 pm,27/11/2018 10:16 pm,00:01:16,0.0212728,NA,psi
psi,NA,27/11/2018 10:16 pm,27/11/2018 10:22 pm,00:05:27,0.0910087,NA,psi
review,NA,27/11/2018 10:22 pm,27/11/2018 10:24 pm,00:02:12,0.0368103,NA,psi
phi,NA,27/11/2018 10:24 pm,27/11/2018 10:28 pm,00:03:28,0.0580089,NA,phi
theta,NA,28/11/2018 1:21 am,28/11/2018 1:44 am,00:23:48,0.396895,NA,theta
theta,NA,28/11/2018 1:52 am,28/11/2018 2:12 am,00:20:18,0.3385929,NA,theta
phi,NA,28/11/2018 2:39 am,28/11/2018 3:15 am,00:36:12,0.603426,NA,phi
review,NA,28/11/2018 3:15 am,28/11/2018 3:18 am,00:03:27,0.0576895,NA,psi
theta,NA,28/11/2018 3:18 am,28/11/2018 3:34 am,00:15:37,0.2604625,NA,theta
review,NA,28/11/2018 3:43 am,28/11/2018 3:46 am,00:02:32,0.0423482,NA,psi
phi,NA,28/11/2018 3:46 am,28/11/2018 3:50 am,00:04:13,0.0703765,NA,phi
psi,NA,28/11/2018 3:50 am,28/11/2018 4:00 am,00:10:09,0.1692905,NA,psi
phi,NA,28/11/2018 4:00 am,28/11/2018 4:00 am,00:00:08,0.0024955,NA,phi
phi,NA,28/11/2018 4:00 am,28/11/2018 4:09 am,00:08:51,0.1475015,NA,phi
phi,NA,28/11/2018 4:23 am,28/11/2018 4:23 am,00:00:01,3.03e-4,NA,phi
phi,NA,28/11/2018 4:23 am,28/11/2018 4:28 am,00:04:49,0.080293,NA,phi
phi,NA,28/11/2018 4:28 am,28/11/2018 4:40 am,00:12:20,0.2055752,NA,phi
phi,NA,28/11/2018 4:41 am,28/11/2018 4:44 am,00:02:43,0.0453542,NA,phi
review,NA,28/11/2018 6:51 pm,28/11/2018 7:11 pm,00:19:03,0.3175642,NA,psi
psi,NA,28/11/2018 7:11 pm,28/11/2018 7:29 pm,00:18:17,0.3049791,NA,psi
review,NA,28/11/2018 7:35 pm,28/11/2018 7:38 pm,00:02:20,0.0391423,NA,psi
psi,NA,28/11/2018 7:40 pm,28/11/2018 7:40 pm,00:00:48,0.0136034,NA,psi
psi,NA,28/11/2018 7:40 pm,28/11/2018 7:43 pm,00:02:20,0.0390034,NA,psi
psi,NA,28/11/2018 8:39 pm,28/11/2018 8:40 pm,00:00:53,0.0147572,NA,psi
review,NA,28/11/2018 8:40 pm,28/11/2018 8:40 pm,00:00:40,0.0111463,NA,psi
phi,NA,28/11/2018 8:40 pm,28/11/2018 8:59 pm,00:18:44,0.3122347,NA,phi
theta,NA,28/11/2018 9:04 pm,28/11/2018 9:05 pm,00:01:16,0.0213824,NA,theta
theta,NA,28/11/2018 10:18 pm,28/11/2018 10:24 pm,00:05:43,0.0954797,NA,theta
phi,NA,29/11/2018 12:07 am,29/11/2018 12:35 am,00:27:56,0.4655555,NA,phi
review,NA,29/11/2018 12:36 am,29/11/2018 12:38 am,00:01:14,0.0208005,NA,psi
phi,NA,29/11/2018 12:46 am,29/11/2018 12:47 am,00:00:53,0.0147997,NA,phi
phi,NA,29/11/2018 12:48 am,29/11/2018 12:56 am,00:07:40,0.1279936,NA,phi
phi,NA,29/11/2018 12:56 am,29/11/2018 1:09 am,00:12:33,0.209229,NA,phi
review,NA,29/11/2018 1:40 am,29/11/2018 1:43 am,00:03:41,0.0615365,NA,psi
theta,NA,29/11/2018 1:43 am,29/11/2018 1:53 am,00:10:01,0.1671127,NA,theta
psi,NA,29/11/2018 2:00 am,29/11/2018 2:14 am,00:14:42,0.2450902,NA,psi
review,NA,29/11/2018 2:14 am,29/11/2018 2:20 am,00:05:24,0.0900411,NA,psi
phi,NA,29/11/2018 2:20 am,29/11/2018 2:25 am,00:05:11,0.0866575,NA,phi
psi,NA,29/11/2018 2:25 am,29/11/2018 2:29 am,00:04:01,0.0669571,NA,psi
theta,NA,29/11/2018 2:29 am,29/11/2018 2:48 am,00:19:20,0.3223457,NA,theta
phi,NA,29/11/2018 2:48 am,29/11/2018 2:55 am,00:06:58,0.1161585,NA,phi
phi,NA,29/11/2018 2:58 am,29/11/2018 2:58 am,00:00:07,0.0022091,NA,phi
phi,NA,29/11/2018 3:05 am,29/11/2018 3:06 am,00:01:21,0.0227452,NA,phi
review,NA,29/11/2018 3:23 am,29/11/2018 3:27 am,00:03:43,0.0620683,NA,psi
review,NA,29/11/2018 3:44 am,29/11/2018 3:44 am,00:00:01,3.776e-4,NA,psi
theta,NA,29/11/2018 3:44 am,29/11/2018 4:33 am,00:49:33,0.8260988,NA,theta
theta,NA,29/11/2018 7:26 am,29/11/2018 7:29 am,00:02:47,0.0466197,NA,theta
theta,NA,29/11/2018 7:29 am,29/11/2018 7:29 am,00:00:01,2.787e-4,NA,theta
review,NA,29/11/2018 7:31 pm,29/11/2018 7:40 pm,00:08:58,0.1495908,NA,psi
psi,NA,29/11/2018 7:40 pm,29/11/2018 7:46 pm,00:06:45,0.1126234,NA,psi
psi,NA,29/11/2018 9:04 pm,29/11/2018 9:24 pm,00:20:03,0.3343857,NA,psi
psi,NA,29/11/2018 9:25 pm,29/11/2018 9:33 pm,00:08:26,0.140627,NA,psi
review,NA,29/11/2018 9:33 pm,29/11/2018 9:35 pm,00:01:56,0.0323188,NA,psi
phi,NA,29/11/2018 9:35 pm,29/11/2018 9:40 pm,00:04:47,0.0797896,NA,phi
theta,NA,29/11/2018 9:40 pm,29/11/2018 9:40 pm,00:00:38,0.0108091,NA,theta
theta,NA,29/11/2018 9:45 pm,29/11/2018 9:45 pm,00:00:45,0.0125669,NA,theta
psi,NA,29/11/2018 9:45 pm,29/11/2018 9:52 pm,00:06:50,0.1139372,NA,psi
phi,NA,29/11/2018 9:52 pm,29/11/2018 9:59 pm,00:06:59,0.1164075,NA,phi
theta,NA,29/11/2018 9:59 pm,29/11/2018 10:21 pm,00:22:10,0.3694787,NA,theta
psi,NA,30/11/2018 12:12 am,30/11/2018 12:16 am,00:03:20,0.05557,NA,psi
review,NA,30/11/2018 12:16 am,30/11/2018 12:18 am,00:02:01,0.0338048,NA,psi
phi,NA,30/11/2018 12:18 am,30/11/2018 12:38 am,00:20:12,0.3369117,NA,phi
theta,NA,30/11/2018 12:38 am,30/11/2018 12:43 am,00:05:20,0.0890559,NA,theta
phi,NA,30/11/2018 1:02 am,30/11/2018 1:08 am,00:05:48,0.0967208,NA,phi
phi,NA,30/11/2018 1:17 am,30/11/2018 1:19 am,00:01:19,0.0219588,NA,phi
theta,NA,30/11/2018 1:47 am,30/11/2018 2:07 am,00:19:37,0.327143,NA,theta
theta,NA,30/11/2018 2:11 am,30/11/2018 2:26 am,00:15:28,0.2579673,NA,theta
psi,NA,30/11/2018 2:34 am,30/11/2018 2:45 am,00:10:52,0.1813181,NA,psi
phi,NA,30/11/2018 2:45 am,30/11/2018 3:05 am,00:19:54,0.331686,NA,phi
phi,NA,30/11/2018 3:09 am,30/11/2018 3:12 am,00:03:27,0.0575232,NA,phi
phi,NA,30/11/2018 3:28 am,30/11/2018 3:40 am,00:11:49,0.1971418,NA,phi
theta,NA,30/11/2018 3:43 am,30/11/2018 3:53 am,00:10:44,0.1790923,NA,theta
review,NA,30/11/2018 3:53 am,30/11/2018 3:53 am,00:00:00,1.978e-4,NA,psi
phi,NA,30/11/2018 3:53 am,30/11/2018 3:54 am,00:01:00,0.0168484,NA,phi
phi,NA,30/11/2018 3:54 am,30/11/2018 4:03 am,00:08:39,0.144226,NA,phi
review,NA,30/11/2018 4:03 am,30/11/2018 4:10 am,00:06:57,0.1158922,NA,psi
phi,NA,30/11/2018 7:17 pm,30/11/2018 7:17 pm,00:00:02,7.807e-4,NA,phi
phi,NA,30/11/2018 7:17 pm,30/11/2018 7:30 pm,00:13:04,0.2179825,NA,phi
phi,NA,30/11/2018 7:41 pm,30/11/2018 7:42 pm,00:01:06,0.0183567,NA,phi
review,NA,30/11/2018 8:06 pm,30/11/2018 8:11 pm,00:05:07,0.0853839,NA,psi
review,NA,30/11/2018 8:55 pm,30/11/2018 8:56 pm,00:00:19,0.0055443,NA,psi
phi,NA,30/11/2018 8:56 pm,30/11/2018 9:02 pm,00:06:05,0.1016023,NA,phi
psi,NA,30/11/2018 9:02 pm,30/11/2018 9:02 pm,00:00:23,0.0065975,NA,psi
phi,NA,30/11/2018 9:02 pm,30/11/2018 9:59 pm,00:56:30,0.9416797,NA,phi
phi,NA,30/11/2018 10:06 pm,30/11/2018 10:15 pm,00:08:49,0.1470016,NA,phi
phi,NA,01/12/2018 12:33 am,01/12/2018 12:54 am,00:21:30,0.3585865,NA,phi
psi,NA,01/12/2018 12:54 am,01/12/2018 12:59 am,00:04:42,0.0785399,NA,psi
phi,NA,01/12/2018 12:59 am,01/12/2018 1:20 am,00:20:49,0.3472078,NA,phi
phi,NA,01/12/2018 2:49 am,01/12/2018 3:07 am,00:17:46,0.2961371,NA,phi
phi,NA,01/12/2018 3:09 am,01/12/2018 3:36 am,00:26:27,0.4409161,NA,phi
phi,NA,01/12/2018 4:34 am,01/12/2018 4:57 am,00:22:50,0.3806906,NA,phi
review,NA,03/12/2018 1:38 am,03/12/2018 1:42 am,00:04:32,0.0756866,NA,psi
psi,NA,03/12/2018 3:11 am,03/12/2018 3:35 am,00:24:23,0.4065895,NA,psi
phi,NA,08/12/2018 2:47 am,08/12/2018 2:47 am,00:00:02,7.67e-4,NA,phi
phi,NA,08/12/2018 2:47 am,08/12/2018 3:37 am,00:50:18,0.838534,NA,phi
review,NA,09/12/2018 10:09 pm,09/12/2018 10:12 pm,00:03:17,0.0549585,NA,psi
phi,NA,09/12/2018 10:12 pm,09/12/2018 10:47 pm,00:34:12,0.5700927,NA,phi
phi,NA,10/12/2018 7:06 am,10/12/2018 7:13 am,00:07:10,0.1194832,NA,phi
psi,NA,10/12/2018 7:13 am,10/12/2018 7:17 am,00:04:11,0.0698432,NA,psi
phi,NA,10/12/2018 7:17 am,10/12/2018 7:39 am,00:22:24,0.3734687,NA,phi
review,NA,10/12/2018 7:39 am,10/12/2018 7:40 am,00:01:01,0.0169668,NA,psi
review,NA,10/12/2018 3:02 pm,10/12/2018 3:26 pm,00:23:41,0.3947767,NA,psi
phi,NA,10/12/2018 3:57 pm,10/12/2018 3:57 pm,00:00:02,6.345e-4,NA,phi
phi,NA,10/12/2018 3:58 pm,10/12/2018 4:13 pm,00:14:54,0.248384,NA,phi
theta,NA,10/12/2018 4:13 pm,10/12/2018 4:14 pm,00:00:41,0.0115423,NA,theta
psi,NA,10/12/2018 4:14 pm,10/12/2018 4:27 pm,00:12:55,0.2155421,NA,psi
phi,NA,10/12/2018 4:27 pm,10/12/2018 5:01 pm,00:34:10,0.5695851,NA,phi
phi,NA,10/12/2018 5:33 pm,10/12/2018 5:53 pm,00:20:16,0.3378551,NA,phi
review,NA,13/12/2018 12:50 am,13/12/2018 1:13 am,00:22:23,0.3732282,NA,psi
review,NA,13/12/2018 3:39 am,13/12/2018 3:43 am,00:04:03,0.0676005,NA,psi
psi,NA,13/12/2018 3:43 am,13/12/2018 3:51 am,00:08:28,0.1411141,NA,psi
psi,NA,13/12/2018 3:51 am,13/12/2018 4:01 am,00:09:34,0.1596973,NA,psi
psi,NA,13/12/2018 4:13 am,13/12/2018 4:17 am,00:03:37,0.0605286,NA,psi
review,NA,13/12/2018 10:20 pm,13/12/2018 10:22 pm,00:01:34,0.0261646,NA,psi
review,NA,14/12/2018 12:14 am,14/12/2018 12:20 am,00:05:38,0.0940269,NA,psi
psi,NA,14/12/2018 12:20 am,14/12/2018 12:36 am,00:15:34,0.2595158,NA,psi
psi,NA,14/12/2018 12:44 am,14/12/2018 1:24 am,00:40:11,0.66989050000000006,NA,psi
psi,NA,14/12/2018 1:41 am,14/12/2018 1:43 am,00:01:55,0.0321405,NA,psi
psi,NA,14/12/2018 1:45 am,14/12/2018 1:49 am,00:04:07,0.0688471,NA,psi
review,NA,14/12/2018 1:49 am,14/12/2018 1:50 am,00:01:10,0.0195449,NA,psi
phi,NA,14/12/2018 1:50 am,14/12/2018 1:53 am,00:02:53,0.0482237,NA,phi
psi,NA,14/12/2018 1:53 am,14/12/2018 2:08 am,00:15:14,0.2541398,NA,psi
phi,NA,14/12/2018 2:08 am,14/12/2018 2:09 am,00:00:44,0.0122232,NA,phi
theta,NA,14/12/2018 2:09 am,14/12/2018 2:09 am,00:00:38,0.010641,NA,theta
phi,NA,14/12/2018 2:09 am,14/12/2018 2:10 am,00:00:07,0.0020563,NA,phi
psi,NA,14/12/2018 2:10 am,14/12/2018 2:17 am,00:07:14,0.1207488,NA,psi
theta,NA,14/12/2018 2:17 am,14/12/2018 2:38 am,00:21:17,0.3549976,NA,theta
psi,NA,14/12/2018 2:38 am,14/12/2018 2:40 am,00:02:01,0.0336969,NA,psi
review,NA,14/12/2018 8:20 pm,14/12/2018 8:25 pm,00:04:29,0.0748038,NA,psi
psi,NA,14/12/2018 8:25 pm,14/12/2018 8:45 pm,00:20:02,0.3341079,NA,psi
psi,NA,14/12/2018 8:56 pm,14/12/2018 9:22 pm,00:26:47,0.4464997,NA,psi
psi,NA,14/12/2018 9:30 pm,14/12/2018 9:37 pm,00:06:53,0.1149504,NA,psi
review,NA,14/12/2018 9:37 pm,14/12/2018 9:37 pm,00:00:52,0.0144491,NA,psi
phi,NA,14/12/2018 9:37 pm,14/12/2018 9:39 pm,00:01:11,0.0198105,NA,phi
theta,NA,14/12/2018 9:39 pm,14/12/2018 9:41 pm,00:02:37,0.0438709,NA,theta
phi,NA,14/12/2018 9:41 pm,14/12/2018 9:51 pm,00:09:25,0.157058,NA,phi
review,NA,15/12/2018 9:19 pm,15/12/2018 9:25 pm,00:06:09,0.1025156,NA,psi
psi,NA,15/12/2018 9:25 pm,15/12/2018 9:38 pm,00:13:09,0.2191757,NA,psi
psi,NA,15/12/2018 9:38 pm,15/12/2018 9:50 pm,00:11:46,0.1962802,NA,psi
theta,NA,15/12/2018 10:32 pm,15/12/2018 10:32 pm,00:00:01,3.176e-4,NA,theta
psi,NA,15/12/2018 10:32 pm,15/12/2018 11:01 pm,00:28:37,0.4771003,NA,psi
psi,NA,15/12/2018 11:01 pm,15/12/2018 11:14 pm,00:12:46,0.2130408,NA,psi
psi,NA,15/12/2018 11:14 pm,15/12/2018 11:46 pm,00:31:49,0.5303125,NA,psi
review,NA,16/12/2018 10:50 pm,16/12/2018 10:59 pm,00:08:52,0.1478965,NA,psi
psi,NA,16/12/2018 10:59 pm,16/12/2018 11:07 pm,00:07:46,0.1296855,NA,psi
psi,NA,16/12/2018 11:16 pm,16/12/2018 11:28 pm,00:11:54,0.1984752,NA,psi
psi,NA,16/12/2018 11:28 pm,16/12/2018 11:36 pm,00:08:24,0.1400803,NA,psi
review,NA,16/12/2018 11:36 pm,16/12/2018 11:37 pm,00:00:51,0.0142252,NA,psi
phi,NA,16/12/2018 11:48 pm,17/12/2018 12:04 am,00:16:18,0.2716843,NA,phi
phi,NA,17/12/2018 1:19 am,17/12/2018 1:44 am,00:24:38,0.4108131,NA,phi
theta,NA,17/12/2018 1:44 am,17/12/2018 1:47 am,00:02:34,0.0429049,NA,theta
psi,NA,17/12/2018 1:47 am,17/12/2018 2:14 am,00:27:45,0.4625588,NA,psi
phi,NA,17/12/2018 2:14 am,17/12/2018 2:34 am,00:20:06,0.3350825,NA,phi
phi,NA,17/12/2018 2:35 am,17/12/2018 2:36 am,00:01:14,0.0208039,NA,phi
review,NA,17/12/2018 2:36 am,17/12/2018 2:37 am,00:00:47,0.0131915,NA,psi
review,NA,17/12/2018 7:39 pm,17/12/2018 7:42 pm,00:02:54,0.0484227,NA,psi
psi,NA,17/12/2018 7:42 pm,17/12/2018 7:49 pm,00:07:42,0.1283365,NA,psi
psi,NA,17/12/2018 7:50 pm,17/12/2018 7:57 pm,00:07:28,0.1246528,NA,psi
psi,NA,17/12/2018 7:57 pm,17/12/2018 8:16 pm,00:19:20,0.3223273,NA,psi
review,NA,17/12/2018 8:16 pm,17/12/2018 8:18 pm,00:02:06,0.0351132,NA,psi
phi,NA,17/12/2018 8:18 pm,17/12/2018 8:27 pm,00:08:51,0.147632,NA,phi
phi,NA,17/12/2018 8:33 pm,17/12/2018 8:52 pm,00:19:05,0.3181628,NA,phi
phi,NA,17/12/2018 8:59 pm,17/12/2018 9:41 pm,00:41:46,0.6961706,NA,phi
review,NA,17/12/2018 9:42 pm,17/12/2018 9:43 pm,00:00:35,0.0098332,NA,psi
phi,NA,17/12/2018 9:43 pm,17/12/2018 9:49 pm,00:06:23,0.1064316,NA,phi
phi,NA,18/12/2018 12:33 am,18/12/2018 1:48 am,01:14:56,1.2490579,NA,phi
phi,NA,18/12/2018 8:12 pm,18/12/2018 8:12 pm,00:00:04,0.0012596,NA,phi
phi,NA,18/12/2018 8:12 pm,18/12/2018 8:49 pm,00:36:41,0.6114052,NA,phi
phi,NA,18/12/2018 11:51 pm,19/12/2018 12:42 am,00:51:33,0.8593538,NA,phi
phi,NA,19/12/2018 12:59 am,19/12/2018 1:04 am,00:05:20,0.0889811,NA,phi
phi,NA,19/12/2018 2:36 am,19/12/2018 2:57 am,00:20:38,0.3440817,NA,phi
review,NA,24/12/2018 7:51 am,24/12/2018 8:00 am,00:09:08,0.1523058,NA,psi
psi,NA,24/12/2018 8:00 am,24/12/2018 8:00 am,00:00:09,0.0025135,NA,psi
psi,NA,24/12/2018 8:29 am,24/12/2018 8:37 am,00:07:49,0.1303895,NA,psi
review,NA,24/12/2018 8:52 am,24/12/2018 8:53 am,00:00:51,0.0143167,NA,psi
phi,NA,24/12/2018 8:53 am,24/12/2018 8:53 am,00:00:06,0.0016712,NA,phi
psi,NA,24/12/2018 8:53 am,24/12/2018 8:53 am,00:00:01,4.458e-4,NA,psi
review,NA,24/12/2018 8:53 am,24/12/2018 8:58 am,00:05:05,0.0848428,NA,psi
phi,NA,24/12/2018 8:58 am,24/12/2018 9:03 am,00:05:03,0.0843062,NA,phi
theta,NA,24/12/2018 9:03 am,24/12/2018 9:06 am,00:02:47,0.0466493,NA,theta
review,NA,24/12/2018 9:06 am,24/12/2018 9:14 am,00:08:11,0.1365012,NA,psi
psi,NA,24/12/2018 9:14 am,24/12/2018 9:28 am,00:13:53,0.23163,NA,psi
psi,NA,24/12/2018 9:32 am,24/12/2018 9:35 am,00:02:09,0.035977,NA,psi
phi,NA,24/12/2018 10:30 am,24/12/2018 10:31 am,00:01:18,0.0217038,NA,phi
phi,NA,24/12/2018 10:32 am,24/12/2018 11:07 am,00:34:26,0.5738931,NA,phi
theta,NA,24/12/2018 11:22 am,24/12/2018 11:34 am,00:11:35,0.1931538,NA,theta
review,NA,24/12/2018 12:13 pm,24/12/2018 12:13 pm,00:00:10,0.0028305,NA,psi
phi,NA,24/12/2018 12:13 pm,24/12/2018 12:34 pm,00:20:45,0.3458612,NA,phi
review,NA,24/12/2018 12:55 pm,24/12/2018 12:55 pm,00:00:09,0.0025879,NA,psi
theta,NA,24/12/2018 12:55 pm,24/12/2018 12:58 pm,00:02:55,0.0487912,NA,theta
review,NA,24/12/2018 12:58 pm,24/12/2018 12:59 pm,00:00:19,0.0053047,NA,psi
phi,NA,24/12/2018 12:59 pm,24/12/2018 1:53 pm,00:54:28,0.9078239,NA,phi
review,NA,24/12/2018 1:53 pm,24/12/2018 1:54 pm,00:01:20,0.0224289,NA,psi
theta,NA,24/12/2018 4:28 pm,24/12/2018 4:47 pm,00:19:45,0.3291941,NA,theta
review,NA,24/12/2018 5:00 pm,24/12/2018 5:03 pm,00:03:23,0.0564214,NA,psi
phi,NA,24/12/2018 5:03 pm,24/12/2018 5:25 pm,00:21:15,0.3542099,NA,phi
review,NA,24/12/2018 5:25 pm,24/12/2018 5:25 pm,00:00:24,0.0066826,NA,psi
phi,NA,24/12/2018 6:08 pm,24/12/2018 6:20 pm,00:12:13,0.2036889,NA,phi
review,NA,24/12/2018 6:20 pm,24/12/2018 6:25 pm,00:05:25,0.0904368,NA,psi
theta,NA,24/12/2018 7:37 pm,24/12/2018 7:41 pm,00:04:19,0.0720249,NA,theta
review,NA,24/12/2018 7:41 pm,24/12/2018 7:42 pm,00:00:58,0.0162341,NA,psi
psi,NA,24/12/2018 7:42 pm,24/12/2018 7:55 pm,00:12:24,0.206882,NA,psi
phi,NA,25/12/2018 4:11 am,25/12/2018 4:31 am,00:19:46,0.3295352,NA,phi
review,NA,27/12/2018 2:27 am,27/12/2018 2:33 am,00:05:55,0.0986535,NA,psi
psi,NA,27/12/2018 2:33 am,27/12/2018 2:39 am,00:06:14,0.1039886,NA,psi
psi,NA,27/12/2018 2:39 am,27/12/2018 2:55 am,00:15:40,0.2612584,NA,psi
review,NA,27/12/2018 2:55 am,27/12/2018 3:12 am,00:17:41,0.2948543,NA,psi
psi,NA,27/12/2018 3:12 am,27/12/2018 3:25 am,00:12:51,0.2144079,NA,psi
review,NA,27/12/2018 4:37 am,27/12/2018 4:42 am,00:04:52,0.0812744,NA,psi
phi,NA,27/12/2018 4:42 am,27/12/2018 5:01 am,00:18:54,0.3150332,NA,phi
psi,NA,27/12/2018 5:01 am,27/12/2018 5:08 am,00:06:34,0.1095412,NA,psi
phi,NA,27/12/2018 5:40 am,27/12/2018 5:41 am,00:01:05,0.0180718,NA,phi
phi,NA,27/12/2018 5:41 am,27/12/2018 6:03 am,00:21:11,0.353153,NA,phi
phi,NA,27/12/2018 10:45 am,27/12/2018 11:10 am,00:24:13,0.4036276,NA,phi
review,NA,27/12/2018 11:10 am,27/12/2018 11:12 am,00:01:43,0.0286598,NA,psi
phi,NA,27/12/2018 11:12 am,27/12/2018 11:31 am,00:19:15,0.3209477,NA,phi
theta,NA,27/12/2018 11:31 am,27/12/2018 11:34 am,00:03:22,0.0561777,NA,theta
review,NA,27/12/2018 11:34 am,27/12/2018 11:34 am,00:00:19,0.0055099,NA,psi
phi,NA,27/12/2018 12:10 pm,27/12/2018 12:10 pm,00:00:26,0.0074222,NA,phi
phi,NA,27/12/2018 12:10 pm,27/12/2018 12:39 pm,00:29:04,0.4846667,NA,phi
theta,NA,27/12/2018 12:42 pm,27/12/2018 1:02 pm,00:19:39,0.3277646,NA,theta
review,NA,27/12/2018 1:10 pm,27/12/2018 1:11 pm,00:01:08,0.0190184,NA,psi
phi,NA,27/12/2018 3:16 pm,27/12/2018 3:38 pm,00:21:47,0.3630562,NA,phi
review,NA,27/12/2018 3:38 pm,27/12/2018 3:38 pm,00:00:22,0.0062157,NA,psi
theta,NA,27/12/2018 4:01 pm,27/12/2018 4:15 pm,00:14:32,0.2423754,NA,theta
review,NA,27/12/2018 4:15 pm,27/12/2018 4:21 pm,00:06:01,0.1002846,NA,psi
phi,NA,27/12/2018 4:21 pm,27/12/2018 4:28 pm,00:07:08,0.1190908,NA,phi
phi,NA,27/12/2018 4:30 pm,27/12/2018 4:46 pm,00:15:41,0.2614698,NA,phi
review,NA,27/12/2018 4:46 pm,27/12/2018 4:46 pm,00:00:17,0.0047648,NA,psi
theta,NA,27/12/2018 4:46 pm,27/12/2018 4:57 pm,00:10:54,0.1818096,NA,theta
review,NA,28/12/2018 2:34 am,28/12/2018 2:40 am,00:05:59,0.0999635,NA,psi
review,NA,28/12/2018 3:44 am,28/12/2018 4:05 am,00:20:29,0.3414054,NA,psi
psi,NA,28/12/2018 4:05 am,28/12/2018 4:08 am,00:02:51,0.0475833,NA,psi
psi,NA,28/12/2018 4:08 am,28/12/2018 4:09 am,00:01:45,0.0293067,NA,psi
